index,away,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,home,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,name,opponent,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,team,week,year
590,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.Crabtree,CIN,,,,,,,,,,,,,,,,,,11.0,0.0,5.0,0.0,0.0,0.0,37.0,,,,,,,,OAK,1,2015
591,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.Reece,CIN,,,,,,,,,,,,,,,,,,11.0,11.0,3.0,2.0,0.0,0.0,26.0,,,,,,,,OAK,1,2015
592,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,C.Walford,CIN,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,OAK,1,2015
593,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.Rivera,CIN,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,0.0,0.0,0.0,4.0,,,,,,,,OAK,1,2015
594,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,R.Streater,CIN,,,,,,,,,,,,,,,,,,8.0,0.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,OAK,1,2015
595,CIN,,,,,,,,,,,OAK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,S.Janikowski,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
596,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.King,CIN,,,,,,,,36.0,2.0,48.0,6.0,260.0,,,,,,,,,,,,,,,,,,,,OAK,1,2015
597,CIN,,,,,,,,,,,OAK,,,,,,,,,,8.0,8.0,0.0,1.0,0.0,L.Smith,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
598,CIN,1.0,0.0,0.0,0.0,5.0,,,,,,OAK,,,,,,,,,,,,,,,T.Carrie,CIN,,,,,,,,,,,,,9.0,11.0,0.0,3.0,0.0,,,,,,,,,,,,,,,OAK,1,2015
599,CIN,2.0,0.0,0.0,0.0,5.0,,,,,,OAK,,,,,,,,,,,,,,,C.Woodson,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
600,CIN,1.0,0.0,0.0,0.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,R.Armstrong,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
601,CIN,1.0,0.0,0.0,0.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,A.Smith,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
602,CIN,1.0,0.0,0.0,0.0,6.0,,,,,,OAK,,,,,,,,,,,,,,,M.Smith,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
603,CIN,1.0,0.0,0.0,0.0,0.0,,,,,,OAK,,,,,,,,,,,,,,,N.Allen,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
604,CIN,1.0,0.0,0.0,0.0,3.0,,,,,,OAK,,,,,,,,,,,,,,,D.Williams,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
605,CIN,1.0,0.0,0.0,0.0,3.0,,,,,,OAK,,,,,,,,,,,,,,,K.Mack,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
606,CIN,2.0,0.0,0.0,0.0,3.0,,,,,,OAK,,,,,,,,,,,,,,,J.Tuck,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
607,CIN,1.0,0.0,0.0,0.0,7.0,,,,,,OAK,,,,,,,,,,,,,,,L.Asante,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
608,CIN,1.0,0.0,0.0,0.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,C.Lofton,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
609,CIN,1.0,0.0,0.0,0.0,3.0,,,,,,OAK,,,,,,,,,,,,,,,D.Hayden,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,1,2015
610,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,A.Dalton,OAK,34.0,25.0,0.0,2.0,0.0,0.0,269.0,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,0.0,0.0,0.0,1.0,CIN,1,2015
611,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,G.Bernard,OAK,,,,,,,,,,,,,,,,,,14.0,0.0,6.0,0.0,0.0,0.0,25.0,8.0,28.0,0.0,0.0,0.0,0.0,63.0,CIN,1,2015
612,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,J.Hill,OAK,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11.0,3.0,2.0,0.0,0.0,63.0,CIN,1,2015
613,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,R.Burkhead,OAK,,,,,,,,,,,,,,,,,,24.0,0.0,1.0,0.0,0.0,0.0,24.0,,,,,,,,CIN,1,2015
614,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,A.Green,OAK,,,,,,,,,,,,,,,,,,30.0,0.0,5.0,0.0,0.0,0.0,63.0,,,,,,,,CIN,1,2015
615,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.Jones,OAK,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,0.0,0.0,19.0,,,,,,,,CIN,1,2015
616,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,M.Sanu,OAK,,,,,,,,,,,,,,,,,,28.0,0.0,2.0,0.0,0.0,0.0,34.0,,,,,,,,CIN,1,2015
617,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,T.Eifert,OAK,,,,,,,,,,,,,,,,,,31.0,13.0,9.0,2.0,0.0,0.0,104.0,,,,,,,,CIN,1,2015
618,CIN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,OAK,,,,,,,,,,,,,,,M.Johnson,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
619,CIN,,,,,,,,,,,OAK,2.0,2.0,35.0,6.0,3.0,1.0,3.0,0.0,3.0,,,,,,M.Nugent,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
620,CIN,,,,,,,,,,,OAK,,,,,,,,,,,,,,,K.Huber,OAK,,,,,,,,38.0,1.0,53.0,5.0,219.0,,,,,,,,,,,,,,,,,,,,CIN,1,2015
621,CIN,,,,,,,,,,,OAK,,,,,,,,,,7.0,8.0,0.0,2.0,0.0,B.Tate,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
622,CIN,0.0,1.0,0.0,0.0,10.0,,,,,,OAK,,,,,,,,,,,,,,,A.Jones,OAK,,,,,,,,,,,,,11.0,18.0,0.0,2.0,0.0,,,,,,,,,,,,,,,CIN,1,2015
623,CIN,0.0,0.0,1.0,0.0,0.0,,,,,,OAK,,,,,,,,,,,,,,,R.Nelson,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
624,CIN,3.0,0.0,0.0,0.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,A.Hawk,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
625,CIN,1.0,0.0,0.0,0.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,E.Lamur,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
626,CIN,1.0,0.0,0.0,0.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,C.Carter,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
627,CIN,3.0,0.0,0.0,0.0,6.0,,,,,,OAK,,,,,,,,,,,,,,,V.Rey,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
628,CIN,0.0,0.0,0.0,0.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,D.Kirkpatrick,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
629,CIN,3.0,0.0,0.0,0.0,4.0,,,,,,OAK,,,,,,,,,,,,,,,R.Maualuga,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
630,CIN,0.0,0.0,0.0,0.0,3.0,,,,,,OAK,,,,,,,,,,,,,,,D.Dennard,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
631,CIN,0.0,1.0,0.0,1.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,G.Atkins,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
632,CIN,1.0,0.0,0.0,0.0,0.0,,,,,,OAK,,,,,,,,,,,,,,,P.Dawson,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
633,CIN,1.0,0.0,0.0,0.0,0.0,,,,,,OAK,,,,,,,,,,,,,,,P.Sims,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
634,CIN,1.0,0.0,0.0,1.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,C.Dunlap,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
635,CIN,0.0,0.0,0.0,0.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,S.Williams,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
636,CIN,1.0,0.0,0.0,0.0,1.0,,,,,,OAK,,,,,,,,,,,,,,,G.Iloka,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
637,CIN,1.0,0.0,0.0,0.0,2.0,,,,,,OAK,,,,,,,,,,,,,,,L.Hall,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,1,2015
638,TEN,,,,,,0.0,2.0,2.0,2.0,-7.0,TB,,,,,,,,,,,,,,,J.Winston,TEN,33.0,16.0,2.0,2.0,0.0,0.0,210.0,,,,,,,,,,,,,,,,,,6.0,8.0,0.0,0.0,0.0,0.0,18.0,TB,1,2015
639,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,J.Lane,TEN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,1,2015
640,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,C.Sims,TEN,,,,,,,,,,,,,,,,,,18.0,0.0,2.0,0.0,0.0,0.0,23.0,5.0,7.0,0.0,0.0,0.0,0.0,12.0,TB,1,2015
641,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,D.Martin,TEN,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,14.0,0.0,0.0,0.0,0.0,52.0,TB,1,2015
642,TEN,,,,,,,,,,,TB,,,,,,,,,,27.0,32.0,0.0,3.0,0.0,B.Rainey,TEN,,,,,,,,,,,,,8.0,19.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,10.0,TB,1,2015
643,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,A.Humphries,TEN,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,0.0,0.0,14.0,,,,,,,,TB,1,2015
644,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,A.Seferian-Jenkins,TEN,,,,,,,,,,,,,,,,,,41.0,41.0,5.0,2.0,0.0,0.0,110.0,,,,,,,,TB,1,2015
645,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,R.Shepard,TEN,,,,,,,,,,,,,,,,,,6.0,0.0,1.0,0.0,0.0,0.0,6.0,,,,,,,,TB,1,2015
646,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,V.Jackson,TEN,,,,,,,,,,,,,,,,,,18.0,0.0,4.0,0.0,0.0,0.0,51.0,,,,,,,,TB,1,2015
647,TEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,TB,,,,,,,,,,,,,,,G.Johnson,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
648,TEN,,,,,,,,,,,TB,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,K.Brindza,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
649,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,J.Schum,TEN,,,,,,,,44.0,0.0,56.0,4.0,188.0,,,,,,,,,,,,,,,,,,,,TB,1,2015
650,TEN,0.0,0.0,0.0,1.0,3.0,,,,,,TB,,,,,,,,,,,,,,,G.McCoy,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
651,TEN,2.0,0.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,D.Lansanah,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
652,TEN,1.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,M.Wright,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
653,TEN,0.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,S.Moore,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
654,TEN,0.0,0.0,0.0,0.0,4.0,,,,,,TB,,,,,,,,,,,,,,,C.McDonald,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
655,TEN,0.0,0.0,0.0,0.0,5.0,,,,,,TB,,,,,,,,,,,,,,,C.Conte,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
656,TEN,2.0,0.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,K.Alexander,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
657,TEN,2.0,1.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,L.David,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
658,TEN,0.0,0.0,0.0,0.0,4.0,,,,,,TB,,,,,,,,,,,,,,,A.Verner,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
659,TEN,1.0,0.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,B.McDougald,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
660,TEN,0.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,W.Gholston,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
661,TEN,0.0,0.0,0.0,1.0,2.0,,,,,,TB,,,,,,,,,,,,,,,J.Smith,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
662,TEN,1.0,1.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,H.Melton,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
663,TEN,0.0,0.0,0.0,0.0,2.0,,,,,,TB,,,,,,,,,,,,,,,J.Banks,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
664,TEN,1.0,0.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,D.Swearinger,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
665,TEN,1.0,0.0,0.0,0.0,0.0,,,,,,TB,,,,,,,,,,,,,,,T.Jennings,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,1,2015
666,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,M.Mariota,TB,16.0,13.0,0.0,4.0,0.0,0.0,209.0,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,0.0,0.0,0.0,6.0,TEN,1,2015
667,TEN,,,,,,0.0,0.0,1.0,0.0,0.0,TB,,,,,,,,,,17.0,17.0,0.0,1.0,0.0,B.Sankey,TB,,,,,,,,,,,,,,,,,,12.0,12.0,2.0,1.0,0.0,0.0,12.0,12.0,16.0,1.0,1.0,0.0,0.0,74.0,TEN,1,2015
668,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,D.McCluster,TB,,,,,,,,,,,,,7.0,13.0,0.0,2.0,0.0,,,,,,,,2.0,5.0,0.0,0.0,0.0,0.0,8.0,TEN,1,2015
669,TEN,,,,,,1.0,0.0,1.0,0.0,0.0,TB,,,,,,,,,,,,,,,T.West,TB,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,0.0,0.0,0.0,0.0,41.0,TEN,1,2015
670,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,Z.Mettenberger,TB,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,0.0,0.0,0.0,0.0,-5.0,TEN,1,2015
671,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,J.Hunter,TB,,,,,,,,,,,,,,,,,,11.0,0.0,1.0,0.0,0.0,0.0,11.0,,,,,,,,TEN,1,2015
672,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,D.Walker,TB,,,,,,,,,,,,,,,,,,22.0,1.0,3.0,1.0,0.0,0.0,43.0,,,,,,,,TEN,1,2015
673,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,K.Wright,TB,,,,,,,,,,,,,,,,,,52.0,52.0,4.0,1.0,0.0,0.0,101.0,,,,,,,,TEN,1,2015
674,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,H.Douglas,TB,,,,,,,,,,,,,,,,,,20.0,4.0,2.0,1.0,0.0,0.0,24.0,,,,,,,,TEN,1,2015
675,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,A.Fasano,TB,,,,,,,,,,,,,,,,,,18.0,0.0,1.0,0.0,0.0,0.0,18.0,,,,,,,,TEN,1,2015
676,TEN,,,,,,0.0,1.0,0.0,1.0,0.0,TB,,,,,,,,,,,,,,,J.Fowler,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
677,TEN,,,,,,,,,,,TB,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,,,,,,R.Succop,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
678,TEN,,,,,,,,,,,TB,,,,,,,,,,,,,,,B.Kern,TB,,,,,,,,43.0,1.0,57.0,4.0,189.0,,,,,,,,,,,,,,,,,,,,TEN,1,2015
679,TEN,0.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,B.Orakpo,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
680,TEN,0.0,0.0,1.0,0.0,0.0,,,,,,TB,,,,,,,,,,,,,,,D.Mount,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
681,TEN,0.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,B.Wreh-Wilson,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
682,TEN,0.0,1.0,0.0,1.0,3.0,,,,,,TB,,,,,,,,,,,,,,,A.Blackson,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
683,TEN,1.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,K.Klug,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
684,TEN,0.0,0.0,0.0,0.0,2.0,,,,,,TB,,,,,,,,,,,,,,,A.Williamson,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
685,TEN,1.0,0.0,0.0,0.0,6.0,,,,,,TB,,,,,,,,,,,,,,,Z.Brown,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
686,TEN,1.0,0.0,0.0,0.0,3.0,,,,,,TB,,,,,,,,,,,,,,,D.Searcy,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
687,TEN,0.0,0.0,0.0,0.0,2.0,,,,,,TB,,,,,,,,,,,,,,,P.Cox,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
688,TEN,0.0,0.0,0.0,0.0,2.0,,,,,,TB,,,,,,,,,,,,,,,D.Stafford,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
689,TEN,0.0,0.0,1.0,0.0,0.0,,,,,,TB,,,,,,,,,,,,,,,C.Sensabaugh,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
690,TEN,0.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,C.Riggs,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
691,TEN,1.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,M.Martin,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
692,TEN,0.0,0.0,0.0,0.0,7.0,,,,,,TB,,,,,,,,,,,,,,,D.Jones,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
693,TEN,1.0,0.0,0.0,2.0,4.0,,,,,,TB,,,,,,,,,,,,,,,D.Morgan,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
694,TEN,1.0,0.0,0.0,0.0,1.0,,,,,,TB,,,,,,,,,,,,,,,W.Woodyard,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
695,TEN,0.0,0.0,0.0,1.0,3.0,,,,,,TB,,,,,,,,,,,,,,,J.Casey,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
696,TEN,1.0,0.0,0.0,0.0,4.0,,,,,,TB,,,,,,,,,,,,,,,M.Griffin,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,1,2015
697,NYG,1.0,0.0,0.0,0.0,0.0,,,,,,DAL,,,,,,,,,,,,,,,T.Romo,NYG,45.0,36.0,2.0,3.0,0.0,0.0,356.0,,,,,,,,,,,,,,,,,,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,DAL,1,2015
698,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,D.McFadden,NYG,,,,,,,,,,,,,,,,,,19.0,0.0,1.0,0.0,0.0,0.0,19.0,6.0,8.0,0.0,0.0,0.0,0.0,16.0,DAL,1,2015
699,NYG,,,,,,0.0,1.0,1.0,1.0,0.0,DAL,,,,,,,,,,,,,,,J.Randle,NYG,,,,,,,,,,,,,,,,,,25.0,0.0,3.0,0.0,0.0,0.0,42.0,16.0,15.0,0.0,0.0,0.0,0.0,65.0,DAL,1,2015
700,NYG,,,,,,1.0,0.0,1.0,0.0,0.0,DAL,,,,,,,,,,,,,,,C.Beasley,NYG,,,,,,,,,,,,,-3.0,-3.0,0.0,1.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,49.0,,,,,,,,DAL,1,2015
701,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,G.Escobar,NYG,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,1.0,0.0,0.0,8.0,,,,,,,,DAL,1,2015
702,NYG,,,,,,,,,,,DAL,,,,,,,,,,23.0,32.0,0.0,3.0,0.0,L.Dunbar,NYG,,,,,,,,,,,,,,,,,,24.0,0.0,8.0,0.0,0.0,0.0,70.0,,,,,,,,DAL,1,2015
703,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,J.Witten,NYG,,,,,,,,,,,,,,,,,,15.0,11.0,8.0,2.0,0.0,0.0,60.0,,,,,,,,DAL,1,2015
704,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,D.Bryant,NYG,,,,,,,,,,,,,,,,,,18.0,0.0,5.0,0.0,0.0,0.0,48.0,,,,,,,,DAL,1,2015
705,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,T.Williams,NYG,,,,,,,,,,,,,,,,,,21.0,0.0,5.0,0.0,0.0,0.0,60.0,,,,,,,,DAL,1,2015
706,NYG,,,,,,,,,,,DAL,2.0,2.0,32.0,6.0,3.0,0.0,3.0,0.0,3.0,,,,,,D.Bailey,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
707,NYG,,,,,,,,,,,DAL,,,,,,,,,,,,,,,C.Jones,NYG,,,,,,,,52.0,1.0,54.0,2.0,107.0,,,,,,,,,,,,,,,,,,,,DAL,1,2015
708,NYG,1.0,0.0,0.0,0.0,3.0,,,,,,DAL,,,,,,,,,,13.0,20.0,0.0,2.0,0.0,T.Patmon,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
709,NYG,4.0,0.0,0.0,0.0,4.0,,,,,,DAL,,,,,,,,,,,,,,,A.Hitchens,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
710,NYG,4.0,0.0,0.0,0.0,4.0,,,,,,DAL,,,,,,,,,,,,,,,B.Church,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
711,NYG,0.0,0.0,0.0,0.0,2.0,,,,,,DAL,,,,,,,,,,,,,,,M.Claiborne,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
712,NYG,0.0,0.0,0.0,0.0,5.0,,,,,,DAL,,,,,,,,,,,,,,,B.Carr,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
713,NYG,0.0,0.0,0.0,1.0,3.0,,,,,,DAL,,,,,,,,,,,,,,,T.Crawford,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
714,NYG,0.0,0.0,0.0,0.0,2.0,,,,,,DAL,,,,,,,,,,,,,,,K.Wilber,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
715,NYG,2.0,0.0,0.0,0.0,0.0,,,,,,DAL,,,,,,,,,,,,,,,D.Lawrence,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
716,NYG,1.0,0.0,0.0,0.0,2.0,,,,,,DAL,,,,,,,,,,,,,,,J.Wilcox,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
717,NYG,2.0,0.0,0.0,0.0,7.0,,,,,,DAL,,,,,,,,,,,,,,,S.Lee,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
718,NYG,0.0,0.0,0.0,0.0,1.0,,,,,,DAL,,,,,,,,,,,,,,,B.Jones,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,1,2015
